Video Title,Channel,Comment Author,Comment,Likes
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Memoonah Khan,What sunscreen do you recommend under makeup?,3
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Ady Alcauter,I lo e the hair looks amazing on you??,2
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,mmanda515,"Love that coverage! Did Loreal send you these directly/let you choose shades, or was it random?",5
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Kim,This is the first video I’ve ever watched of yours and I have to say I really love your presentation and commentary.,24
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,o0ashley0o,I used this and the powder shows up on my face ... I can’t wear this,5
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,kaelyn hamer,how do you keep your teeth so white and pretty!! ??,6
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Danielle Carey,Your nails are fantastic! What brand/shade are they?,2
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Sharon Marie Whitehead,Love your hair and eyeshadow! Great review!,4
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Teresa Sawyers,WOW,0
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,lyndsay alyse,You are gorgeous!,1
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Angela Montoya,Thank you for the great review! ??????,3
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Belle C in CA,"Thank you for mentioning the scent! I can’t wear the liquid version because of the fragrance, so I was hoping that the powder didn’t have it. You saved me the trouble of buying this and having to return it.",8
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,JCpueblaTV,It&#39;s so funny because mostly ALL the reviews I see on this product are NOT the shades they&#39;re dark! lol,6
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Ems Coffee Convos,I stay away from powder foundations but tried this out yesterday for the 1st time. Love it!! It&#39;s REALLY good and works great with my skin. So much quicker too!,16
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Glitter Nails,It’s a beautiful foundation on the skin. I like to apply with a damp sponge.,18
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Darkraya,I got it today it’s 12:99,1
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,northtown,Dont like the liquid..just bought it..bummer,0
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,mel i,"i always get creases around my smile with foundation, would this help or make it worse",19
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Bumbbada Bumpy,Is it available at walmart? Or where is it available? I want to buy it. Please tell me??,2
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Barbara Munn,I think you look AMAZING. It doesn’t look very shiny to me. I’m a liquid foundation girl BUT I would try the Infallible powder. I personal like my final look to be a little shiny. If the final look on me would be like on you l would definitely like the Infallible powder. TYFS. Please take care and stay safe. ~Barbara,1
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Jessica Diaz,Which concelear did u use ?,4
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Denise Lee,It looks really nice ??,0
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Denise Algarin,I love your reviews..,0
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Belle Lopez,"Besides color selections, there goes Fenty.",0
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Brielle Young,Hey I love your videos ! I can’t find any makeup reviews like yours. I’m a new subscriber. Can you please review the glossier stretch concealer? ??,8
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Alexandra Calderon,Hi love the way you apply your makeup. What can I wear to help my under eye bags. Also what powder foundation do you wear I have tried several and have not found the perfect one li,0
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Sofia Karlsson,I would love if you did a really simple makeup which conceals dark circles but without using foundation ??,73
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Luz,You need to try the Maybelline powder foundation!! I really enjoy it and I have the same oily T zone with normal skin all around. I’m so happy because it’s very inexpensive and it’s good when you’re in a rush but still want to cover up a bit! <br>I use it with a buffer brush instead of the sponge that it comes with and it looks amazing!,1
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,2010LQ,"Hi Sarah, LOOOOVE your channel. Would you PLEEEEEASE consider giving an updated night routine products and how to either moisturize or hydrate the face especially under eye? I myself am Hispanic with same complexion also with very dark under eye circles and use Becca eye correcter but I want to really hydrate and moisture first and have no idea what would be the best under eye products for it. Thank you so much!",2
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Lucia D,I hope this is released in the UK soon ??,1
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Sari,"Thank you for mentioning the fragrance! You look stunning, as always.",25
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Tsoni Doya,"I haven&#39;t done powder foundation in a few years, basically since my skin went from normal/oily to combo with dry patches. It seems like most powder foundations that try to play off a liquid counterpart end up deeper. I had that problem with the L&#39;Oreal Infallible matte and the Fit Me ??",4
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Jayanthi R,"Hi Sarah, how do you combat the “powdery “ look with a powder foundation? Setting spray? Mac fix plus? Or is it just me who struggles with this?",14
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,April Lopez,Try Radiant Honey instead.. Its a bit more warm and light,2
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Mae Galeana,"Muchas gracias, estaba esperando este video :)",6
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Peggy M,What under eye concealer are you wearing?,3
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Imelda O'Neill,Hi Sarah - just wondering- are you wearing a mask during the day? - curious about wearing makeup and a mask- best and blessings,6
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Nereyda Perez,Thanks for the review!!! Heading to watch fenty video??????????????????????,2
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,ildi,I hate the liquid version— barely shows up. I wonder how drying this would be.. i tend to be dry.,3
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Desiree Sanchez,Thank you for the review I love your channel! Now that I live in Florida from Colorado with an oily face..liquid foundations are the worst me now..powder is my go to..just to keep me as matte as I can in the humidity &amp; not overly dewy I will try this foundation!,0
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,K S,Can you recommend a really good bronzer when a foundation is too light? I’m having that trouble right now...,4
NEW!!! L'OREAL INFALLIBLE FOUNDATION IN A POWDER | REVIEW + FULL DAY WEAR TEST,All Beauty By Sarah,Fine Curls,When I buy a powdered foundation and the color turns out too deep I usually would use it as a bronzer. ??,35
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,Nichel'le Robinson,The first powder foundation looks like an exact match on your face?????????,0
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,Kim Armes,If you have super dry skin get cera v it works instantly on dry skin,0
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,Kim Armes,Your face looks flawless you are beautiful. I use that foundation too,0
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,Michele Buell,There is so much pre makeup applied! I see this with every tutorial done on this makeup PLEASE show us if this full coverage makeup works without covering your face fully with makeup underneath,0
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,L Smith,"I wish I saw your video before I went out and purchased. All other videos are like “it’s amazing! Blur effect! So natural!” - yours is the only honest review.<br><br>I love powder foundations and was running low. This is probably one of the worst I’ve bought - clings to everything on the skin, super powdery - just hate it. Also got 180 and it’s too light and the other shade was too dark. Ugh <br><br>I’m going to stick to my innisfree.",2
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,CJR G,Girlll....I just purchased linen and I was also stuck in between those two shades....I just got home and tried and I look horrible.....did you end up trying a different shade besides those 2? What other shade do you recommend? I am neutral undertoned as well .....about the same skin color as you.,0
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,Sarah Adams,14 shades in this foundation is a dream bc we get 4 in Australia FOUR hahahahah,3
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,Stephanie Lisenby,There is 190,0
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,Wewhosee,Thanks for the review! Im trying to find my shade and their shade range its just terrible lol im MAC NC20 if anyone has any suggestions?,0
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,Farah Gulzar,Hi I like your your video and very informative video all. I just want to know 1st u apply face kis write than what u apply 2nd thing look very glowing I just want to know plz,0
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,Daniel Dalton,Isn&#39;t beige sand between linen and sand?,0
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,Glamsky,You should try golden beige.,0
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,Stephanie Hernandez,Your eyelashes ??,0
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,Sadia Khan,is this creamy in texture?,0
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,Analize,But what about using it wet??,0
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,sexysophyla,Hi I came across your video it’s really helpful because my skin tone is very similar to yours. And I like to know what product you use at 4.30 please. Thank you from Australia,1
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,Sam,What’s the second product you used? The one after the face mist..,0
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,Gina Garcia,What’s that dewy stuff you put on first?,0
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,C C,Why didn&#39;t you just try to mix sand and linen together as an actual foundation. It might have worked out better for you vs using it as a setting powder,5
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,Ali,"You mentioned you using retinol, can you please share how much and how often and Which brand you use.<br><br>Lastly how long should we use it for. Thanks ??????",0
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,OhLa Vi,we have the shades 200 here in the Philippines actually.haha natural beige.,2
NEW L'OREAL INFALLIBLE FRESH WEAR POWDER FOUNDATION | 2 DAY WEAR TEST + MAYBELLINE SKY HIGH MASCARA,Kristina Aranilla,Deira Razzaaq Darsono,so beautiful dear &lt;3,0
